GEOID,NAMELSAD,ALAND,Shape_Leng,Shape_Area,Pop_Fa100,Pop_Fa500,Pop_Fe100,Pop_evac,Pop_NSF,Fa100_TP,Fa100_FP,Fa100_TN,Fa100_FN,Fa100_acc,Fa100_pre,Fa100_rec,Fa500_TP,Fa500_FP,Fa500_TN,Fa500_FN,Fa500_acc,Fa500_pre,Fa500_rec,Fe100_TP,Fe100_FP,Fe100_TN,Fe100_FN,Fe100_acc,Fe100_pre,Fe100_rec,Evac_TP,Evac_FP,Evac_TN,Evac_FN,Evac_acc,Evac_pre,Evac_rec,SoVI_S,FepreS,FeaccS,FerecS,Evac_preS,Evac_accS,Evac_recS,elderly,avghouse,female,kid,unemployed,house75k,poverty,rental,mobile,femalehous,nodiploma,labor,femalelab,medage,income,medhome,medrent,SSrecip,white,black,amerind,asian,hawaiian,hispanic,primaryemp,transemp,serviceemp,housesqml,SoVI_Score,SoVI_Q,SoVI_QS,SoVI_SD,SoVI_SDS,source
1.2103E+11,0.483763,322278,2571.793817,412971.3767,0,78,194,20,185,0,0,221,53,0.806569343,0,0,12,0,221,41,0.850364964,1,0.226415094,53,8,213,0,0.97080292,0.868852459,1,5,2,219,48,0.817518248,0.714285714,0.094339623,4,4,4,2,2,1,1,32.62032086,40.99821747,50.08912656,3.565062389,3.765690377,34.7826087,6.773618538,12.60869565,61.05072464,14.34782609,8.734402852,42.60249554,43.47826087,45.6,22499,161000,,16.95652174,51.87165775,46.88057041,1.437098087,1.247771836,1.465624912,9.173817462,4.938529256,15.625,16.58805163,1848.406021,-2.912292039,0,Very Low,-2.912292039,Low,StPt_floodpop_matrix
1.2103E+11,-2.887668,534594,6714.742902,658631.8859,2,2,534,342,306,1,0,721,164,0.81489842,1,0.006060606,12,2,719,153,0.825056433,0.857142857,0.072727273,163,108,613,2,0.875846501,0.601476015,0.987878788,116,64,657,49,0.872460497,0.644444444,0.703030303,1,2,1,1,1,1,3,41.12256586,36.3115693,38.25887743,5.154639175,1.115241636,73.50157729,2.895706063,8.832807571,18.67393327,2.839116719,6.574567677,61.62657503,28.27324478,36.8,75211,468500,2786,46.68769716,46.73539519,38.94616266,1.455722773,6.758304696,1.462237786,2.863688431,18.02656546,6.631068935,5.405405405,1535.802536,-3.798628208,0,Very Low,-3.798628208,Low,StPt_floodpop_matrix
1.2103E+11,0.193258,509133,5319.08525,652950.8159,45,159,593,288,438,18,2,720,104,0.874407583,0.9,0.147540984,59,6,716,63,0.918246445,0.907692308,0.483606557,120,36,686,2,0.954976303,0.769230769,0.983606557,74,16,706,48,0.924170616,0.822222222,0.606557377,3,3,3,1,3,3,2,31.711146,46.78178964,48.50863422,2.354788069,9.736842105,46.6442953,4.395604396,19.79865772,18.70422796,12.41610738,6.750392465,59.65463108,35.27696793,46.2,39734,314100,982,35.90604027,74.41130298,14.59968603,1.454117857,2.668759812,1.470905599,9.285175307,4.373177843,10.66176471,12.86764706,1515.951179,-2.742634939,0,Very Low,-2.742634939,Low,StPt_floodpop_matrix
1.2103E+11,0.415177,306016,2975.995603,392265.9958,77,246,623,289,486,27,1,387,86,0.826347305,0.964285714,0.238938053,82,3,385,31,0.932135729,0.964705882,0.725663717,113,37,351,0,0.926147705,0.753333333,1,69,12,376,44,0.888223553,0.851851852,0.610619469,4,3,2,2,3,2,2,7.860262009,30.34934498,52.07423581,7.751091703,8.635097493,14.38848921,5.240174672,41.00719424,18.83659924,13.92484826,2.838427948,39.19213974,62.19512195,16.8,15726,192100,1410,14.38848921,24.01746725,75.98253275,1.460877365,6.239003018,1.477974139,0.655021834,4.888948574,6.711409396,14.76510067,2352.885862,0.159294309,2,Moderate,0.159294309,Moderate,StPt_floodpop_matrix
1.2103E+11,0.190754,447303,3688.477258,573333.8936,0,34,532,173,278,0,0,663,38,0.945791726,0,0,4,0,663,34,0.95149786,1,0.105263158,38,50,613,0,0.928673324,0.431818182,1,23,3,660,15,0.974322397,0.884615385,0.605263158,3,1,2,2,4,4,1,27.75405636,39.0264731,60.63193851,17.25021349,19.39501779,37.41794311,3.074295474,38.94967177,18.83075068,9.846827133,13.40734415,47.99316823,53.64238411,36.8,36146,257400,1038,43.10722101,41.24679761,52.51921435,1.459501358,6.249674588,1.47958891,4.099060632,4.888804149,8.945686901,12.4600639,2646.150783,2.909092931,4,Very High,2.909092931,High,StPt_floodpop_matrix
1.2103E+11,-0.330628,508127,3972.611296,672011.4834,172,307,757,439,593,31,1,673,98,0.876712329,0.96875,0.240310078,47,3,671,82,0.894146949,0.94,0.364341085,128,25,649,1,0.96762142,0.836601307,0.992248062,79,7,667,50,0.929016189,0.918604651,0.612403101,2,4,4,2,4,3,2,10.40540541,36.35135135,42.2972973,2.027027027,7.197054706,23.79182156,4.594594595,79.92565056,18.59252988,24.9070632,11.48648649,42.02702703,43.40836013,38.2,20204,156000,978,18.21561338,23.78378378,43.10810811,1.451670591,25.94594595,1.472306793,2.432432432,4.935337408,6.631235605,27.11111111,1371.134966,1.691963691,3,High,1.691963691,High,StPt_floodpop_matrix
1.2103E+11,-0.79012,597109,4068.345365,763955.4686,12,105,171,29,90,5,0,395,36,0.917431193,1,0.12195122,36,15,380,5,0.95412844,0.705882353,0.87804878,41,38,357,0,0.912844037,0.518987342,1,8,3,392,33,0.917431193,0.727272727,0.195121951,2,2,1,2,2,3,1,13.58355675,28.68632708,34.67381591,5.193601963,9.090909091,66.97819315,2.934333328,21.4953271,18.96102335,22.42990654,7.059874888,40.30384272,40,29.5,23325,220000,,40.18691589,7.149240393,91.68900804,1.440250401,6.11967999,1.484935047,9.409727938,4.860099643,6.580817326,19.93127148,1392.360241,-2.069728788,1,Low,-2.069728788,Low,StPt_floodpop_matrix
1.2103E+11,-0.857534,501202,4149.80646,636361.6448,24,375,501,99,363,11,1,661,106,0.862644416,0.916666667,0.094017094,95,12,650,22,0.9563543,0.887850467,0.811965812,117,43,619,0,0.944801027,0.73125,1,31,1,661,86,0.888318357,0.96875,0.264957265,1,3,3,2,4,2,1,16.96658098,31.10539846,62.85347044,8.740359897,5.122494432,50,1.606683805,22.9338843,18.70293018,31.19834711,2.506426735,57.71208226,63.49765258,38.4,25975,192800,1375,37.19008264,20.05141388,78.59897172,1.44442812,6.070661767,1.478700055,2.442159383,4.889453816,1.219512195,4.87804878,2501.109839,0.273494892,2,Moderate,0.273494892,Moderate,StPt_floodpop_matrix
1.2103E+11,2.698059,369367,3193.493547,474085.0136,2,3,333,218,48,3,0,560,39,0.935215947,1,0.071428571,7,4,556,35,0.935215947,0.636363636,0.166666667,40,60,500,2,0.897009967,0.4,0.952380952,37,56,504,5,0.898671096,0.397849462,0.880952381,4,1,1,1,1,2,4,90.27522936,63.66972477,58.16513761,5.236253055,7.262349649,35.15850144,2.917843503,57.34870317,18.13326349,14.09365406,5.871559633,22.75229358,33.87096774,78.1,57585,404200,1847,77.52161383,90.4587156,24.10679205,1.492699302,1.28440367,1.331010899,6.972477064,4.936066153,6.735559421,16.6548519,2433.165114,2.249571696,3,High,2.249571696,High,StPt_floodpop_matrix
1.2103E+11,-0.162848,385686,4267.843356,467397.8917,2,4,245,72,27,2,0,560,34,0.94295302,1,0.055555556,6,0,560,30,0.94966443,1,0.166666667,35,36,524,1,0.937919463,0.492957746,0.972222222,34,24,536,2,0.956375839,0.586206897,0.944444444,2,1,3,1,1,4,4,56.04053001,69.60249415,42.32268122,5.168709471,2.958579882,51.95968645,0.623538581,54.19932811,18.59901572,1.56774916,6.78811187,52.68901013,45.85889571,62.2,103248,629100,2227,45.46472564,86.74980514,23.75808317,1.500770261,3.975058457,1.308925976,16.21200312,4.983300222,6.650178817,7.07456979,5996.775389,-1.19404292,1,Low,-1.19404292,Moderate,StPt_floodpop_matrix
1.2103E+11,-1.336368,362622,7055.931254,433929.5619,1,2,325,216,30,1,0,604,34,0.946791862,1,0.028571429,2,1,603,33,0.946791862,0.666666667,0.057142857,35,15,589,0,0.976525822,0.7,1,32,11,593,3,0.978090767,0.744186047,0.914285714,1,2,4,2,3,4,4,77.46478873,52.11267606,59.57746479,5.237495435,7.213494928,65.40540541,2.916963839,12.7027027,18.28713206,6.216216216,2.253521127,27.88732394,59.5959596,71.7,117835,1057100,,73.24324324,85.91549296,8.169014085,1.486506905,6.408406391,1.375357461,13.09859155,4.927761738,6.67473342,16.67607147,2642.699445,1.428548305,3,High,1.428548305,Moderate,StPt_floodpop_matrix
